TASK	ERROR-RETRY-TIMES	CREATED-TIME	SUBMITED-TIME	STARTED_TIME	FINISHED_TIME	EXECUTION-TIME
73	0	4/21/2008 2:4:3	4/21/2008 2:4:28	1211346273934	4/21/2008 2:4:33	4/21/2008 2:8:0	206406.0	206.0	0.home
74	0	4/21/2008 2:4:3	4/21/2008 2:4:30	1211346274818	4/21/2008 2:4:34	4/21/2008 2:8:57	262877.0	262.0	0.home
75	0	4/21/2008 2:4:3	4/21/2008 2:4:30	1211346275650	4/21/2008 2:4:35	4/21/2008 2:8:55	260233.0	260.0	0.home
76	0	4/21/2008 2:4:3	4/21/2008 2:4:30	1211346275357	4/21/2008 2:4:35	4/21/2008 2:7:59	204250.0	204.0	0.home
77	0	4/21/2008 2:4:3	4/21/2008 2:4:31	1211346276947	4/21/2008 2:4:36	4/21/2008 2:7:51	194562.0	194.0	0.home
78	0	4/21/2008 2:4:3	4/21/2008 2:4:32	1211346275879	4/21/2008 2:4:35	4/21/2008 2:8:34	238284.0	238.0	0.home
79	0	4/21/2008 2:4:3	4/21/2008 2:4:32	1211346275884	4/21/2008 2:4:35	4/21/2008 2:8:34	238689.0	238.0	0.home
60	0	4/21/2008 2:4:3	4/21/2008 2:4:23	1211346275665	4/21/2008 2:4:35	4/21/2008 2:8:24	228734.0	228.0	0.home
61	0	4/21/2008 2:4:3	4/21/2008 2:4:23	1211346275368	4/21/2008 2:4:35	4/21/2008 2:7:28	173201.0	173.0	0.home
62	0	4/21/2008 2:4:3	4/21/2008 2:4:23	1211346272817	4/21/2008 2:4:32	4/21/2008 2:7:35	183166.0	183.0	0.home
63	0	4/21/2008 2:4:3	4/21/2008 2:4:23	1211346277977	4/21/2008 2:4:37	4/21/2008 2:7:50	193022.0	193.0	0.home
64	0	4/21/2008 2:4:3	4/21/2008 2:4:24	1211346275372	4/21/2008 2:4:35	4/21/2008 2:7:3	147985.0	147.0	0.home
65	0	4/21/2008 2:4:3	4/21/2008 2:4:26	1211346272746	4/21/2008 2:4:32	4/21/2008 2:6:57	144648.0	144.0	0.home
66	0	4/21/2008 2:4:3	4/21/2008 2:4:26	1211346277993	4/21/2008 2:4:37	4/21/2008 2:8:35	237913.0	237.0	0.home
67	0	4/21/2008 2:4:3	4/21/2008 2:4:27	1211346272889	4/21/2008 2:4:32	4/21/2008 2:7:5	152125.0	152.0	0.home
68	0	4/21/2008 2:4:3	4/21/2008 2:4:27	1211346272966	4/21/2008 2:4:32	4/21/2008 2:8:34	241130.0	241.0	0.home
69	0	4/21/2008 2:4:3	4/21/2008 2:4:28	1211346272474	4/21/2008 2:4:32	4/21/2008 2:7:5	152757.0	152.0	0.home
50	0	4/21/2008 2:4:3	4/21/2008 2:4:26	1211346274161	4/21/2008 2:4:34	4/21/2008 2:7:0	146416.0	146.0	0.home
51	0	4/21/2008 2:4:3	4/21/2008 2:4:26	1211346272877	4/21/2008 2:4:32	4/21/2008 2:6:39	126694.0	126.0	0.home
52	0	4/21/2008 2:4:3	4/21/2008 2:4:27	1211346273586	4/21/2008 2:4:33	4/21/2008 2:6:55	142208.0	142.0	0.home
53	0	4/21/2008 2:4:3	4/21/2008 2:4:27	1211346272939	4/21/2008 2:4:32	4/21/2008 2:6:29	116850.0	116.0	0.home
54	0	4/21/2008 2:4:3	4/21/2008 2:4:30	1211346275670	4/21/2008 2:4:35	4/21/2008 2:8:19	223997.0	223.0	0.home
55	0	4/21/2008 2:4:3	4/21/2008 2:4:30	1211346274688	4/21/2008 2:4:34	4/21/2008 2:8:19	225156.0	225.0	0.home
56	0	4/21/2008 2:4:3	4/21/2008 2:4:31	1211346275895	4/21/2008 2:4:35	4/21/2008 2:8:53	258024.0	258.0	0.home
57	0	4/21/2008 2:4:3	4/21/2008 2:4:32	1211346278027	4/21/2008 2:4:38	4/21/2008 2:8:48	250737.0	250.0	0.home
58	0	4/21/2008 2:4:3	4/21/2008 2:4:32	1211346277747	4/21/2008 2:4:37	4/21/2008 2:7:47	189624.0	189.0	0.home
59	0	4/21/2008 2:4:3	4/21/2008 2:4:32	1211346276998	4/21/2008 2:4:36	4/21/2008 2:8:39	242143.0	242.0	0.home
40	0	4/21/2008 2:4:2	4/21/2008 2:4:25	1211346272964	4/21/2008 2:4:32	4/21/2008 2:7:46	193258.0	193.0	0.home
41	0	4/21/2008 2:4:2	4/21/2008 2:4:25	1211346273204	4/21/2008 2:4:33	4/21/2008 2:8:17	224608.0	224.0	0.home
42	0	4/21/2008 2:4:2	4/21/2008 2:4:28	1211346274158	4/21/2008 2:4:34	4/21/2008 2:7:41	187086.0	187.0	0.home
43	0	4/21/2008 2:4:2	4/21/2008 2:4:28	1211346273247	4/21/2008 2:4:33	4/21/2008 2:7:2	148823.0	148.0	0.home
44	0	4/21/2008 2:4:2	4/21/2008 2:4:29	1211346274419	4/21/2008 2:4:34	4/21/2008 2:8:8	213951.0	213.0	0.home
45	0	4/21/2008 2:4:2	4/21/2008 2:4:29	1211346274754	4/21/2008 2:4:34	4/21/2008 2:7:41	186430.0	186.0	0.home
46	0	4/21/2008 2:4:2	4/21/2008 2:4:30	1211346274182	4/21/2008 2:4:34	4/21/2008 2:6:59	145135.0	145.0	0.home
47	0	4/21/2008 2:4:2	4/21/2008 2:4:30	1211346275604	4/21/2008 2:4:35	4/21/2008 2:8:24	228792.0	228.0	0.home
48	0	4/21/2008 2:4:2	4/21/2008 2:4:31	1211346275377	4/21/2008 2:4:35	4/21/2008 2:8:27	232115.0	232.0	0.home
49	0	4/21/2008 2:4:2	4/21/2008 2:4:32	1211346276948	4/21/2008 2:4:36	4/21/2008 2:8:13	216905.0	216.0	0.home
30	0	4/21/2008 2:4:2	4/21/2008 2:4:26	1211346274230	4/21/2008 2:4:34	4/21/2008 2:7:5	151015.0	151.0	0.home
31	0	4/21/2008 2:4:2	4/21/2008 2:4:28	1211346273814	4/21/2008 2:4:33	4/21/2008 2:8:44	250530.0	250.0	0.home
32	0	4/21/2008 2:4:2	4/21/2008 2:4:28	1211346272929	4/21/2008 2:4:32	4/21/2008 2:6:29	116927.0	116.0	0.home
33	0	4/21/2008 2:4:2	4/21/2008 2:4:29	1211346272931	4/21/2008 2:4:32	4/21/2008 2:8:23	230172.0	230.0	0.home
34	0	4/21/2008 2:4:2	4/21/2008 2:4:29	1211346274896	4/21/2008 2:4:34	4/21/2008 2:8:27	232674.0	232.0	0.home
35	0	4/21/2008 2:4:2	4/21/2008 2:4:30	1211346274759	4/21/2008 2:4:34	4/21/2008 2:7:3	148658.0	148.0	0.home
36	0	4/21/2008 2:4:2	4/21/2008 2:4:30	1211346275877	4/21/2008 2:4:35	4/21/2008 2:7:47	192106.0	192.0	0.home
37	0	4/21/2008 2:4:2	4/21/2008 2:4:31	1211346275832	4/21/2008 2:4:35	4/21/2008 2:7:49	193419.0	193.0	0.home
38	0	4/21/2008 2:4:2	4/21/2008 2:4:31	1211346274945	4/21/2008 2:4:34	4/21/2008 2:7:47	193018.0	193.0	0.home
39	0	4/21/2008 2:4:2	4/21/2008 2:4:31	1211346277743	4/21/2008 2:4:37	4/21/2008 2:8:30	233207.0	233.0	0.home
20	0	4/21/2008 2:4:2	4/21/2008 2:4:23	1211346273231	4/21/2008 2:4:33	4/21/2008 2:7:38	185372.0	185.0	0.home
21	0	4/21/2008 2:4:2	4/21/2008 2:4:23	1211346272887	4/21/2008 2:4:32	4/21/2008 2:8:28	235133.0	235.0	0.home
22	0	4/21/2008 2:4:2	4/21/2008 2:4:24	1211346275290	4/21/2008 2:4:35	4/21/2008 2:8:21	226490.0	226.0	0.home
23	0	4/21/2008 2:4:2	4/21/2008 2:4:26	1211346273531	4/21/2008 2:4:33	4/21/2008 2:8:52	259418.0	259.0	0.home
24	0	4/21/2008 2:4:2	4/21/2008 2:4:26	1211346275340	4/21/2008 2:4:35	4/21/2008 2:7:59	204089.0	204.0	0.home
25	0	4/21/2008 2:4:2	4/21/2008 2:4:27	1211346272882	4/21/2008 2:4:32	4/21/2008 2:7:1	148995.0	148.0	0.home
26	0	4/21/2008 2:4:2	4/21/2008 2:4:27	1211346272815	4/21/2008 2:4:32	4/21/2008 2:7:1	148545.0	148.0	0.home
27	0	4/21/2008 2:4:2	4/21/2008 2:4:27	1211346275649	4/21/2008 2:4:35	4/21/2008 2:8:9	213522.0	213.0	0.home
28	0	4/21/2008 2:4:2	4/21/2008 2:4:28	1211346273300	4/21/2008 2:4:33	4/21/2008 2:8:54	261582.0	261.0	0.home
29	0	4/21/2008 2:4:2	4/21/2008 2:4:28	1211346274380	4/21/2008 2:4:34	4/21/2008 2:7:2	147690.0	147.0	0.home
10	0	4/21/2008 2:4:2	4/21/2008 2:4:24	1211346275760	4/21/2008 2:4:35	4/21/2008 2:8:0	205188.0	205.0	0.home
11	0	4/21/2008 2:4:2	4/21/2008 2:4:25	1211346275986	4/21/2008 2:4:35	4/21/2008 2:7:51	195102.0	195.0	0.home
12	0	4/21/2008 2:4:2	4/21/2008 2:4:26	1211346273226	4/21/2008 2:4:33	4/21/2008 2:7:42	189548.0	189.0	0.home
13	0	4/21/2008 2:4:2	4/21/2008 2:4:26	1211346274894	4/21/2008 2:4:34	4/21/2008 2:8:26	231211.0	231.0	0.home
14	0	4/21/2008 2:4:2	4/21/2008 2:4:27	1211346275512	4/21/2008 2:4:35	4/21/2008 2:8:56	260648.0	260.0	0.home
15	0	4/21/2008 2:4:2	4/21/2008 2:4:27	1211346274947	4/21/2008 2:4:34	4/21/2008 2:7:47	192640.0	192.0	0.home
16	0	4/21/2008 2:4:2	4/21/2008 2:4:28	1211346272831	4/21/2008 2:4:32	4/21/2008 2:8:27	234760.0	234.0	0.home
17	0	4/21/2008 2:4:2	4/21/2008 2:4:29	1211346274735	4/21/2008 2:4:34	4/21/2008 2:7:39	184286.0	184.0	0.home
18	0	4/21/2008 2:4:2	4/21/2008 2:4:29	1211346274813	4/21/2008 2:4:34	4/21/2008 2:7:9	154288.0	154.0	0.home
19	0	4/21/2008 2:4:2	4/21/2008 2:4:30	1211346274746	4/21/2008 2:4:34	4/21/2008 2:7:50	195254.0	195.0	0.home
0	0	4/21/2008 2:4:0	4/21/2008 2:4:26	1211346273340	4/21/2008 2:4:33	4/21/2008 2:6:57	144059.0	144.0	0.home
1	0	4/21/2008 2:4:0	4/21/2008 2:4:28	1211346272943	4/21/2008 2:4:32	4/21/2008 2:6:55	142544.0	142.0	0.home
2	0	4/21/2008 2:4:0	4/21/2008 2:4:29	1211346273226	4/21/2008 2:4:33	4/21/2008 2:7:25	172752.0	172.0	0.home
3	0	4/21/2008 2:4:0	4/21/2008 2:4:30	1211346274143	4/21/2008 2:4:34	4/21/2008 2:8:9	215071.0	215.0	0.home
4	0	4/21/2008 2:4:0	4/21/2008 2:4:31	1211346274355	4/21/2008 2:4:34	4/21/2008 2:6:59	144826.0	144.0	0.home
5	0	4/21/2008 2:4:0	4/21/2008 2:4:31	1211346278067	4/21/2008 2:4:38	4/21/2008 2:8:11	213436.0	213.0	0.home
6	0	4/21/2008 2:4:0	4/21/2008 2:4:32	1211346275676	4/21/2008 2:4:35	4/21/2008 2:7:49	193998.0	193.0	0.home
7	0	4/21/2008 2:4:0	4/21/2008 2:4:32	1211346278075	4/21/2008 2:4:38	4/21/2008 2:8:19	221688.0	221.0	0.home
8	0	4/21/2008 2:4:0	4/21/2008 2:4:32	1211346277769	4/21/2008 2:4:37	4/21/2008 2:8:9	211532.0	211.0	0.home
9	0	4/21/2008 2:4:0	4/21/2008 2:4:32	1211346278731	4/21/2008 2:4:38	4/21/2008 2:7:49	190452.0	190.0	0.home
